route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_color,route_text_color,route_url
106043,QBUZZ,13,Oudelandshoek - Dordrecht CS - Centrum,,3,50af46,ffffff,
106044,QBUZZ,14,Staart/Papendrecht - Dordrecht CS - Centrum,,3,50af46,ffffff,
106045,QBUZZ,6,Gorinchem Station - Avelingen,,3,50af46,ffffff,
106046,QBUZZ,21,Ridderkerk - Hendrik-Ido-Ambacht - Zwijndrecht,,3,50af46,ffffff,
106048,QBUZZ,74,Gorinchem - Groot-Ammers - Nieuw-Lekkerland,,3,50af46,ffffff,
106050,QBUZZ,80,Gorinchem - Arkel - Meerkerk - Lexmond - Vianen,,3,50af46,ffffff,
106051,QBUZZ,90,Utrecht - Vianen - Ameide - Nieuwpoort - Gelkenes,,3,50af46,ffffff,
106052,QBUZZ,92,Rotterdam Zuidplein - H.I. Ambacht - Dordrecht,,3,50af46,ffffff,
106053,QBUZZ,93,Dordrecht - Oud-Alblas - Nieuw-Lekkerland,,3,50af46,ffffff,
106054,QBUZZ,387,Gorinchem Dalem/Station - Vianen - Utrecht,,3,00a7e1,ffffff,
106055,QBUZZ,388,R'dam Kralingse Zoom - Papendrecht - Utrecht,,3,00a7e1,ffffff,
106056,QBUZZ,416,Dordrecht - Papendrecht - Alblasserdam,,3,ff0000,ffffff,
106057,QBUZZ,488,R'dam Kralingse Zoom - H.I. Ambacht - Dordrecht,,3,ff0000,ffffff,
106058,QBUZZ,489,R'dam Kral. Zoom - Alblasserdam - Nieuw-Lekkerland,,3,ff0000,ffffff,
106059,QBUZZ,491,Rotterdam Zuidplein - Papendrecht - Sliedrecht,,3,ff0000,ffffff,
106060,QBUZZ,701,Sliedrecht - Ottoland - Gorinchem,,3,e1dc14,000000,
106061,QBUZZ,702,Papendrecht - Oud-Alblas - Groot-Ammers,,3,e1dc14,000000,
106062,QBUZZ,704,Leerdam - Kedichem - Arkel > 705,,3,e1dc14,000000,
106063,QBUZZ,705,Gorinchem - Hoornaar - Arkel > 704,,3,e1dc14,000000,
106064,QBUZZ,706,Gorinchem - Schelluinen - Giessenburg > 707,,3,e1dc14,000000,
106065,QBUZZ,707,Boven-Hardinxveld - Giessendam - Giessenburg > 706,,3,e1dc14,000000,
106066,QBUZZ,717,Zwijndrecht - Heerjansdam - Barendrecht,,3,e1dc14,000000,
106083,QBUZZ,589,Buurtbus Oostwold - Marum,,3,,,
106089,QBUZZ,3,Stadsdienst Emmen Rietlanden,,3,800080,ffffff,
106090,QBUZZ,4,Stadsdienst Emmen Bargeres,,3,00ffff,000000,
106092,QBUZZ,21,Emmen - Assen,,3,,,
106093,QBUZZ,22,Zweeloo - Assen,,3,,,
106095,QBUZZ,26,Steenwijk - Meppel,,3,,,
106096,QBUZZ,27,Hoogeveen - Emmen,,3,,,
106097,QBUZZ,28,Meppel - Beilen,,3,,,
106098,QBUZZ,29,Emmen - Sleen (- De Kiel),,3,,,
106099,QBUZZ,31,Hoogeveen - Dedemsvaart,,3,,,
106100,QBUZZ,32,Meppel - Hoogeveen,,3,,,
106101,QBUZZ,33,Hoogeveen - Coevorden,,3,,,
106102,QBUZZ,34,Hoogeveen - Meppel,,3,,,
106103,QBUZZ,42,Emmen - Ter Apel,,3,,,
106104,QBUZZ,44,Emmen - Schoonebeek,,3,,,
106105,QBUZZ,59,Exloo - Gieten,,3,,,
106106,QBUZZ,92,Emmen - Emmercompascuum - Zwartemeer,,3,,,
106107,QBUZZ,93,Emmen - Klazienaveen - Zwartemeer,,3,,,
106108,QBUZZ,94,Emmen - Klazienaveen - Coevorden,,3,,,
106109,QBUZZ,95,Emmen - Klazienaveen - Nw Schoonebeek Grens,,3,,,
106110,QBUZZ,134,Zuidwolde - Meppel,,3,,,
106111,QBUZZ,1,Stadsdienst Assen,,3,8cdc32,000000,
106117,QBUZZ,12,Winschoten - Bellingwolde (- Bad Nieuweschans),,3,,,
106118,QBUZZ,13,Winschoten - Veendam,,3,,,
106119,QBUZZ,14,Stadskanaal - Winschoten,,3,,,
106120,QBUZZ,17,Scheemda - Winschoten,,3,,,
106121,QBUZZ,23,Winschoten - Veendam,,3,,,
106122,QBUZZ,24,Winschoten - Stadskanaal - Borger - Assen,,3,,,
106123,QBUZZ,35,Groningen - Oldehove,,3,,,
106124,QBUZZ,36,Winsum - Oldehove,,3,,,
106125,QBUZZ,39,Surhuisterveen - Groningen,,3,,,
106129,QBUZZ,50,Assen - Groningen,,3,,,
106130,QBUZZ,51,Assen - Groningen,,3,,,
106131,QBUZZ,61,Groningen - Middelstum - Uithuizen,,3,,,
106133,QBUZZ,65,Zoutkamp - Groningen,,3,,,
106135,QBUZZ,68,Winsum - Leens,,3,,,
106136,QBUZZ,71,Emmen - Ter Apel - Veendam,,3,,,
106137,QBUZZ,72,Emmen - Ter Apel - Winschoten,,3,,,
106138,QBUZZ,73,Emmen - Ter Apel - Veendam,,3,,,
106139,QBUZZ,74,Stadskanaal - Emmen,,3,,,
106140,QBUZZ,75,Stadskanaal - Emmen,,3,,,
106141,QBUZZ,76,Groningen - Hoogezand,,3,,,
106144,QBUZZ,83,Assen - Leek,,3,,,
106145,QBUZZ,85,Oosterwolde - Groningen,,3,,,
106146,QBUZZ,89,Ureterp - Marum,,3,,,
106149,QBUZZ,119,Delfzijl - Winschoten,,3,,,
106150,QBUZZ,133,Groningen - Surhuisterveen,,3,,,
106152,QBUZZ,163,Lauwersoog - Groningen,,3,,,
106155,QBUZZ,174,Veendam - Zuidbroek,,3,,,
106156,QBUZZ,178,Appingedam - Groningen,,3,,,
106157,QBUZZ,300,Emmen - Groningen,,3,,,
106158,QBUZZ,304,Drachten - Groningen,,3,,,
106159,QBUZZ,309,Assen - Groningen,,3,,,
106160,QBUZZ,310,Veendam - Gieten - Assen,,3,,,
106161,QBUZZ,312,Stadskanaal - Gieten - Groningen,,3,,,
106162,QBUZZ,314,Drachten - Groningen,,3,,,
106164,QBUZZ,406,Nachtbus Groningen - Ten Boer - App'dam - Delfzijl,,3,,,
106165,QBUZZ,409,Nachtbus Groningen - Assen,,3,,,
106166,QBUZZ,417,Nachtbus Groningen - Roden - Leek,,3,,,
106167,QBUZZ,418,Nachtbus Groningen - Haren - Zuidlaren - Gieten,,3,,,
106168,QBUZZ,1,P+R Reitdiep - Zernike - Hoofdstation,,3,00be46,000000,
106169,QBUZZ,2,Zuidhorn - Reitdiep - Zernike - UMCG - Europapark,,3,8cdc32,000000,
106170,QBUZZ,3,Lewenborg - Leek,,3,1078be,ffffff,
106171,QBUZZ,4,Beijum - Roden,,3,00bcf2,000000,
106172,QBUZZ,5,Annen - Haren - P+R Meerstad - Tersluis/Harkstede,,3,b400be,ffffff,
106173,QBUZZ,6,Delfzijl - Appingedam - Groningen - P+R Haren,,3,c85aff,000000,
106175,QBUZZ,8,Hoogkerk - Hoendiep - HS - Europapark,,3,804000,ffffff,
106176,QBUZZ,9,Zernike - HS - Martini - Eelde,,3,ff00ff,000000,
108803,QBUZZ,19,WKC Paddepoel - Oranjebuurt - Hoofdstation,,3,ff00ff,000000,
109476,QBUZZ,75,Sliedrecht - Molenaarsgraaf - Goudriaan,,3,50af46,ffffff,
109948,QBUZZ,20,Assen - Dieverbrug - Steenwijk,,3,,,
109949,QBUZZ,25,Coevorden - Zweeloo,,3,,,
109950,QBUZZ,231,Zuidwolde - Balkbrug,,3,,,
109952,QBUZZ,43,Siddeburen - Delfzijl,,3,,,
109954,QBUZZ,66,Zoutkamp - Groningen Zernike,,3,,,
109955,QBUZZ,77,Gieten - Bareveld,,3,,,
109956,QBUZZ,78,Siddeburen - Woldendorp,,3,,,
109958,QBUZZ,109,Assen - P+R Hoogkerk - Groningen Zernike,,3,,,
109959,QBUZZ,139,Surhuisterveen - Groningen,,3,,,
109960,QBUZZ,173,Emmen - Ter Apel - Stadskanaal,,3,,,
109962,QBUZZ,319,Assen - Groningen,,3,,,
109966,QBUZZ,15,Zernike - Hoofdstation,,3,ff5f00,000000,
109968,QBUZZ,18,P+R Hoogkerk - Groningen Zernike,,3,99c200,000000,
109970,QBUZZ,637,Zoutkamp - Groningen,,3,,,
113084,QBUZZ,10,Station Noord - HS - Korreweg - P+R Hoogkerk,,3,fff000,000000,
118021,QBUZZ,510,Buurtbus Veendam,,3,,,
118022,QBUZZ,512,Buurtbus Sellingen - Stadskanaal,,3,,,
118023,QBUZZ,515,Buurtbus Hoogezand - Sappemeer,,3,,,
118024,QBUZZ,516,Buurtbus Hoogezand - Harkstede,,3,,,
118025,QBUZZ,517,Buurtbus Hoogezand - Noordbroek,,3,,,
118026,QBUZZ,520,Buurtbus Beilen - Hoogersmilde,,3,,,
118027,QBUZZ,522,Buurtbus Witteveen - Nieuw Balinge - Hoogeveen,,3,,,
118028,QBUZZ,545,Buurtbus Delfzijl - Delfzijl,,3,,,
118029,QBUZZ,549,Buurtbus Appingedam - Scheemda,,3,,,
118030,QBUZZ,562,Buurtbus Uithuizen - Loppersum,,3,,,
118031,QBUZZ,563,Buurtbus Winsum - Ten Boer,,3,,,
118032,QBUZZ,564,Buurtbus Appingedam - Ten Boer,,3,,,
118033,QBUZZ,565,Buurtbus Houwerzijl - Leens,,3,,,
118074,QBUZZ,361,Noordwijk - Sassenheim - Lisse - Schiphol,,3,00a7ff,ffffff,
118075,QBUZZ,365,Leiden - Schiphol,,3,00a7ff,ffffff,
118076,QBUZZ,366,Leiden - Leimuiden,,3,00a7ff,ffffff,
118077,QBUZZ,382,Waddinxveen - Den Haag,,3,00a7ff,ffffff,
118078,QBUZZ,383,Den Haag - Lansingerland - Rotterdam Capelsebrug,,3,00a7ff,ffffff,
118079,QBUZZ,385,Noordwijk - Katwijk - Den Haag,,3,00a7ff,ffffff,
118080,QBUZZ,386,Waddinxveen - Bleiswijk- Den Haag,,3,00a7ff,ffffff,
118081,QBUZZ,400,Katwijk ESA/ESTEC - Zoetermeer,,3,ff0000,ffffff,
118082,QBUZZ,401,Katwijk-Centrum - Zoetermeer,,3,ff0000,ffffff,
118083,QBUZZ,410,Leiderdorp - Leiden,,3,ff0000,ffffff,
118084,QBUZZ,470,Alphen a/d Rijn - Schiphol,,3,ff0000,ffffff,
118085,QBUZZ,497,Schoonhoven - Gouda,,3,ff0000,ffffff,
118086,QBUZZ,685,Oegstgeest - Den Haag,,3,50af46,ffffff,
118087,QBUZZ,722,Bodegraven - Alphen a/d Rijn,,3,e1dc14,000000,
118088,QBUZZ,723,Lisse - Roelofarendsveen,,3,e1dc14,000000,
118089,QBUZZ,724,Bodegraven - Woerden,,3,e1dc14,000000,
118090,QBUZZ,725,Stolwijk - Lekkerkerk,,3,e1dc14,000000,
118091,QBUZZ,726,Gouda - Reeuwijk- Gouda,,3,e1dc14,000000,
118092,QBUZZ,727,Ter Aar- Woubrugge- Ter Aar,,3,e1dc14,000000,
118093,QBUZZ,728,Boskoop - Boskoop Oost - Boskoop,,3,e1dc14,000000,
119699,QBUZZ,bB,BestelBuzz Giessenburg/Giessen-Oudekerk,,3,e1dc14,000000,
119700,QBUZZ,bB,BestelBuzz Streefkerk,,3,e1dc14,000000,
119701,QBUZZ,bB,BestelBuzz Blesk.-/Molenaarsgrf/Ottoland/Goudriaan,,3,e1dc14,000000,
119702,QBUZZ,bB,BestelBuzz Hoornaar/Arkel/Hoogblokland,,3,e1dc14,000000,
119900,QBUZZ,20,Noordwijk - Leiden,,3,50af46,ffffff,
119901,QBUZZ,21,Noordwijk - Leiden,,3,50af46,ffffff,
119902,QBUZZ,22,Nieuw-Vennep - Hillegom - Noordwijk - Leiden,,3,50af46,ffffff,
119903,QBUZZ,23,Noordwijk - Leiden,,3,50af46,ffffff,
119904,QBUZZ,30,Noordwijk - Katwijk - Leiden,,3,50af46,ffffff,
119905,QBUZZ,31,Katwijk - Rijnsburg - Leiden,,3,50af46,ffffff,
119906,QBUZZ,38,Unmanned Valley - Valkenburg - Leiden,,3,50af46,ffffff,
119907,QBUZZ,50,Lisse - Warmond - Leiden,,3,50af46,ffffff,
119908,QBUZZ,55,Voorhout - Leiden - Voorschoten,,3,50af46,ffffff,
119909,QBUZZ,56,Sassenheim - Leiden- Roelofarendsveen,,3,50af46,ffffff,
119910,QBUZZ,57,Sassenheim - Noordwijkerhout - Lisse,,3,50af46,ffffff,
119911,QBUZZ,1,Ringlijn Alphen a/d Rijn,,3,50af46,ffffff,
119912,QBUZZ,2,Ringlijn Alphen a/d Rijn,,3,50af46,ffffff,
119913,QBUZZ,1,Gouda: Gildenburg - Mammoet - Station,,3,50af46,ffffff,
119914,QBUZZ,2,Gouda: Griendakker - Station,,3,50af46,ffffff,
119915,QBUZZ,3,Gouda: Goverwelle - Station- Gildenburg,,3,50af46,ffffff,
119916,QBUZZ,90,Sassenheim - Noordwijkerhout - Wassenaar,,3,50af46,ffffff,
119917,QBUZZ,1,Leiden: De Vink - Leyhof,,3,50af46,ffffff,
119918,QBUZZ,2,Leiden: De Vink - Oranjewijk,,3,50af46,ffffff,
119919,QBUZZ,3,Leiden: Merenwijk-  Leyhof,,3,50af46,ffffff,
119920,QBUZZ,4,Leiden: Merenwijk - De Vink,,3,50af46,ffffff,
119921,QBUZZ,14,Leiden: De Vink - Leiden Centraal,,3,50af46,ffffff,
119922,QBUZZ,9,Leiden Centraal - Bio Science Park,,3,50af46,ffffff,
119923,QBUZZ,101,Alphen a/d Rijn- Woerden,,3,50af46,ffffff,
119924,QBUZZ,147,Alphen a/d Rijn- Uithoorn,,3,50af46,ffffff,
119925,QBUZZ,165,Zoetermeer - Alphen a/d Rijn,,3,50af46,ffffff,
119926,QBUZZ,169,Alphen a/d Rijn - Leiden,,3,50af46,ffffff,
119927,QBUZZ,175,Gouda - Waddinxveen - Rotterdam Nesselande,,3,50af46,ffffff,
119928,QBUZZ,178,Bodegraven - Gouda,,3,50af46,ffffff,
119929,QBUZZ,182,Alphen a/d Rijn - Leiden,,3,50af46,ffffff,
119930,QBUZZ,183,Alphen a/d Rijn  - Oegstgeest Corpus,,3,50af46,ffffff,
119931,QBUZZ,187,Boskoop - Leiden,,3,50af46,ffffff,
119932,QBUZZ,190,Gouda - Rotterdam Alexander,,3,50af46,ffffff,
119933,QBUZZ,194,Bergambacht - Lekkerkerk - Rotterdam Capelsebrug,,3,50af46,ffffff,
119934,QBUZZ,196,Gouda - Ouderkerk a/d IJssel - R'dam Capelsebrug,,3,50af46,ffffff,
119935,QBUZZ,250,Haarlem - Hillegom - Lisse - Leiden,,3,50af46,ffffff,
119936,QBUZZ,275,Waddinxveen - Gouda,,3,50af46,ffffff,
119937,QBUZZ,292,Lekkerkerk - Rotterdam Capelsebrug,,3,50af46,ffffff,
119938,QBUZZ,295,Utrecht - Rotterdam Capelsebrug,,3,50af46,ffffff,
119939,QBUZZ,N70,Nachtlijn Alpen a/d Rijn - Schiphol,,3,ff0000,ffffff,
122448,QBUZZ,171,(Stadskanaal-) Veendam - Groningen,,3,,,
124091,QBUZZ,729,Hazerswoude-Dorp - Boskoop,,3,e1dc14,000000,
127302,QBUZZ,45,Middelstum - Loppersum - Spijk,,3,,,
127304,QBUZZ,404,Nachtbus Groningen - Drachten,,3,,,
127559,QBUZZ,996,Pendel Gouda - Gouderak,,3,50af46,ffffff,
128210,QBUZZ,41,Uithuizen - Appingedam,,3,,,
128211,QBUZZ,107,Stadskanaal - Gieten - Groningen Zernike,,3,,,
128212,QBUZZ,110,Assen - Groningen De Wijert - Groningen CS,,3,,,
128213,QBUZZ,209,P+R Hoogkerk - Zernike Noord,,3,,,
128215,QBUZZ,17,Paddepoel - Vinkhuizen - CS,,3,c34141,ffffff,
128216,QBUZZ,617,Scheemda - Woldendorp,,3,,,
128217,QBUZZ,640,Appingedam - Woldendorp,,3,,,
128218,QBUZZ,641,Spijk - Woldendorp,,3,,,
128219,QBUZZ,678,Siddeburen - Woldendorp,,3,,,
128571,QBUZZ,428,Nachtbus Meppel - Dwingeloo,,3,,,
128572,QBUZZ,432,Nachtbus Meppel - Ruinen,,3,,,
128573,QBUZZ,434,Nachtbus Meppel - Zuidwolde - Hoogeveen,,3,,,
128574,QBUZZ,106,Veendam - Zernike,,3,,,
128577,QBUZZ,12,Zernike - Europapark,,3,ff5f00,000000,
129478,QBUZZ,164,Lauwersoog - Groningen Europapark,,3,,,
129480,QBUZZ,158,Stadskanaal - Gieten - Groningen,,3,,,
129481,QBUZZ,159,Emmen - Groningen,,3,,,
130213,QBUZZ,1,Stadsdienst Assen,,3,8cdc32,000000,
130215,QBUZZ,71,Stadskanaal - Veendam,,3,,,
130217,QBUZZ,274,Zuidbroek - Meeden via Muntendam,,3,,,
130218,QBUZZ,404,Nachtbus Groningen - Drachten,,3,,,
130220,QBUZZ,7,WKC Paddepoel - Vinkhuizen - Hoofdstation,,3,e00000,ffffff,
130449,QBUZZ,6011,Twijzelerheide - Buitenpost Station,,3,,,
130450,QBUZZ,6021,Twijzel - Buitenpost Station,,3,,,
130451,QBUZZ,6031,Jistrum - Drachten Transferium Oost,,3,,,
130452,QBUZZ,6032,Jistrum - Buitenpost Station,,3,,,
130453,QBUZZ,6041,Stroobos- Buitenpost Station,,3,,,
130454,QBUZZ,6051,Gerkesklooster - Buitenpost Station,,3,,,
130455,QBUZZ,6061,Garyp - Burgum Gemeentehûs,,3,,,
130456,QBUZZ,6062,Garyp - Nijega Rijksweg,,3,,,
130457,QBUZZ,6071,Eastermar - Burgum Gemeentehûs,,3,,,
130458,QBUZZ,6072,Eastermar- Drachten Transferium Oost,,3,,,
130459,QBUZZ,6081,It Heechsân - Burgum Gemeentehûs,,3,,,
130460,QBUZZ,6082,It Heechsân - Drachten Transferium Oost,,3,,,
130461,QBUZZ,6092,Earnewald - Nijega Rijksweg,,3,,,
130462,QBUZZ,6093,Earnewald - Burgum Gemeentehûs,,3,,,
130463,QBUZZ,6101,Suwâld - Tytsjerk Swarteweisein,,3,,,
130464,QBUZZ,6111,DeTike - Drachten Transferium Oost,,3,,,
130465,QBUZZ,6112,De Tike - Nijega Rijksweg,,3,,,
130466,QBUZZ,6121,De Veenhoop - Drachten Transferium Oost,,3,,,
130467,QBUZZ,6123,De Veenhoop - Nijega Rijksweg,,3,,,
130468,QBUZZ,6131,Goëngahuizen - Akkrum Station,,3,,,
130469,QBUZZ,6141,Kortehemmen - Drachten Transferium Oost,,3,,,
130470,QBUZZ,6152,Oudega - Nijega Rijksweg,,3,,,
130471,QBUZZ,6153,Oudega - Burgum Gemeentehûs,,3,,,
130472,QBUZZ,6161,Rottevalle - Drachten Carpool Noord,,3,,,
130473,QBUZZ,6171,Smalle Ee - Drachten Transferium Oost,,3,,,
130474,QBUZZ,6181,Hemrik - Drachten Transferium Oost,,3,,,
130475,QBUZZ,6191,Jonkerslân - Gorredijk Busstation,,3,,,
130476,QBUZZ,6192,Jonkerslân - Heerenveen Busstation,,3,,,
130477,QBUZZ,6201,Lippenhuizen - Gorredijk Busstation,,3,,,
130478,QBUZZ,6211,Luxwoude - Heerenveen Busstation,,3,,,
130479,QBUZZ,6212,Luxwoude - Gorredijk Busstation,,3,,,
130480,QBUZZ,6221,Terwispel - Gorredijk Busstation,,3,,,
130481,QBUZZ,6231,Bontebok - Heerenveen Busstation,,3,,,
130482,QBUZZ,6232,Bontebok - Gorredijk Busstation,,3,,,
130483,QBUZZ,6241,Katlijk - Heerenveen Busstation,,3,,,
130484,QBUZZ,6251,Nieuweschoot - Heerenveen Busstation,,3,,,
130485,QBUZZ,6261,Oranjewoud - Heerenveen Busstation,,3,,,
130486,QBUZZ,6271,Terband - Heerenveen Busstation,,3,,,
130487,QBUZZ,6281,Fochteloo - Oosterwolde Busstation,,3,,,
130488,QBUZZ,6291,Haule - Oosterwolde Busstation,,3,,,
130489,QBUZZ,6301,Langedijke - Oosterwolde Busstation,,3,,,
130490,QBUZZ,6311,Langelille - Wolvega Station,,3,,,
130491,QBUZZ,6321,Ravenswoud - Oosterwolde Busstation,,3,,,
130492,QBUZZ,6331,De Hoeve - Wolvega Station,,3,,,
130493,QBUZZ,6341,Munnekeburen - Wolvega Station,,3,,,
130494,QBUZZ,6351,Nijeholtpade - Wolvega Station,,3,,,
130495,QBUZZ,6361,Nijeholdwolde- Wolvega Station,,3,,,
130496,QBUZZ,6371,Nijelamer - Wolvega Station,,3,,,
130497,QBUZZ,6381,Nijetrijne - Wolvega Station,,3,,,
130498,QBUZZ,6391,Oldeholtwolde - Wolvega Station,,3,,,
130499,QBUZZ,6401,Oldelamer - Wolvega Station,,3,,,
130500,QBUZZ,6411,Oldetrijne - Wolvega Station,,3,,,
130501,QBUZZ,6421,Scherpenzeel - Wolvega Station,,3,,,
130502,QBUZZ,6431,Slijkenburg - Wolvega Station,,3,,,
130503,QBUZZ,6441,Sonnega - Wolvega Station,,3,,,
130504,QBUZZ,6451,Spanga - Wolvega Station,,3,,,
130505,QBUZZ,6461,Ter Idzard - Wolvega Station,,3,,,
130506,QBUZZ,6481,Zandhuizen - Wolvega Station,,3,,,
130507,QBUZZ,6491,Augustinusga- Buitenpost Station,,3,,,
130508,QBUZZ,6492,Augustinusga - Drachten Transferium Oost,,3,,,
130509,QBUZZ,6501,Boelenslaan - Buitenpost Station,,3,,,
130510,QBUZZ,6502,Boelenslaan - Drachten Transferium Oost,,3,,,
130511,QBUZZ,6511,Drogeham - Buitenpost Station,,3,,,
130512,QBUZZ,6512,Drogeham - Drachten Carpool Noord,,3,,,
130513,QBUZZ,6521,Harkema - Buitenpost Station,,3,,,
130514,QBUZZ,6522,Harkema - Drachten Carpool Noord,,3,,,
130515,QBUZZ,6532,Kootstertille - Buitenpost Station,,3,,,
130516,QBUZZ,6533,Kootstertille - Feanwâlden Station,,3,,,
130517,QBUZZ,6541,Surhuisterveen - Buitenpost Station,,3,,,
130518,QBUZZ,6542,Surhuisterveen - Drachten Transferium Oost,,3,,,
130519,QBUZZ,6551,Surhuizum- Buitenpost Station,,3,,,
130520,QBUZZ,6552,Surhuizum - Surhuisterveen,,3,,,
130521,QBUZZ,6561,Noardburgum - Feanwâlden Station,,3,,,
130522,QBUZZ,6563,Noardburgum - Buitenpost Station,,3,,,
130523,QBUZZ,6571,Boorngergum - Drachten Transferium Oost,,3,,,
130524,QBUZZ,6581,De Wilgen - Drachten Transferium Oost,,3,,,
130525,QBUZZ,6591,Drachtstercompagnie - Drachten Transferium Oost,,3,,,
130526,QBUZZ,6592,Drachtstercompagnie - Drachten Carpool Noord,,3,,,
130527,QBUZZ,6601,Houtigehage - Drachten Transferium Oost,,3,,,
130528,QBUZZ,6602,Houtigehage - Surhuisterveen Nije Jirden,,3,,,
130529,QBUZZ,6611,Frieschepalen - Drachten Transferium Oost,,3,,,
130530,QBUZZ,6623,Nij Beets - Akkrum Station,,3,,,
130531,QBUZZ,6624,Nij Beets - Gorredijk Busstation,,3,,,
130532,QBUZZ,6631,Siegerswoude - Drachten Transferium Oost,,3,,,
130533,QBUZZ,6642,Tijnje - Akkrum Station,,3,,,
130534,QBUZZ,6651,Aldeboarn - Akkrum Station,,3,,,
130535,QBUZZ,6661,Gersloot - Heerenveen Busstation,,3,,,
130536,QBUZZ,6671,Luinjeberd - Heerenveen Busstation,,3,,,
130537,QBUZZ,6681,Tjalleberd - Heerenveen Busstation,,3,,,
130538,QBUZZ,6691,Elsloo - Oosterwolde Busstation,,3,,,
130539,QBUZZ,6692,Elsloo - Noordwolde Vlechtmuseum,,3,,,
130540,QBUZZ,6701,Wijnjewoude - Oosterwolde Busstation,,3,,,
130541,QBUZZ,6702,Wijnjewoude - Drachten Transferium Oost,,3,,,
130542,QBUZZ,6711,Makkinga - Oosterwolde Busstation,,3,,,
130543,QBUZZ,6721,Nijeberkoop - Oosterwolde Busstation,,3,,,
130544,QBUZZ,6722,Nijeberkoop - Wolvega Station,,3,,,
130545,QBUZZ,6732,Boijl - Oosterwolde Busstation,,3,,,
130546,QBUZZ,6733,Boijl - Noordwolde Vlechtmuseum,,3,,,
130547,QBUZZ,6741,Oosterstreek - Noordwolde Vlechtmuseum,,3,,,
130548,QBUZZ,6742,Oosterstreek - Oosterwolde Busstation,,3,,,
130549,QBUZZ,6751,Noordwolde - Oosterwolde Busstation,,3,,,
130550,QBUZZ,6753,Noordwolde - Wolvega Station,,3,,,
130551,QBUZZ,6771,Oudeschoot - Heerenveen Busstation,,3,,,
130552,QBUZZ,6781,Mildam - Heerenveen Busstation,,3,,,
130553,QBUZZ,6791,Nieuwehorne - Heerenveen Busstation,,3,,,
130554,QBUZZ,6801,Oudehorne - Heerenveen Busstation,,3,,,
130555,QBUZZ,6811,Jubbega - Gorredijk Busstation,,3,,,
130556,QBUZZ,6831,Hoornsterzwaag - Heerenveen Busstation,,3,,,
130557,QBUZZ,6851,De Blesse - Wolvega Station,,3,,,
130558,QBUZZ,6861,Donkerbroek Centrum - Provincialeweg,,3,,,
130559,QBUZZ,6871,Eesveen - Steenwijk Station,,3,,,
130560,QBUZZ,6881,Frederiksoord - Steenwijk Station,,3,,,
130561,QBUZZ,6891,Heerenveen Thialf - Busstation,,3,,,
130562,QBUZZ,6901,Blesdijke - Wolvega Station,,3,,,
130563,QBUZZ,6911,Noordwolde-Zuid - Steenwijk Station,,3,,,
130564,QBUZZ,6921,Oldeberkoop - Noordwolde Vlechtmuseum,,3,,,
130565,QBUZZ,6922,Oldeberkoop - Wolvega Station,,3,,,
130566,QBUZZ,6931,Oldeholtpade - Wolvega Station,,3,,,
130567,QBUZZ,6941,Peperga - Steenwijk Station,,3,,,
130568,QBUZZ,6942,Peperga - Wolvega Station,,3,,,
130569,QBUZZ,6951,Steggerda - Wolvega Station,,3,,,
130570,QBUZZ,6961,Vinkega - Steenwijk Station,,3,,,
130571,QBUZZ,6962,Vinkega - Wolvega Station,,3,,,
130572,QBUZZ,6971,Wilhelminaoord - Steenwijk Station,,3,,,
130573,QBUZZ,6991,Opeinde - Drachten Carpool Noord,,3,,,
130574,QBUZZ,7011,Aalsum - Dokkum Busstation,,3,,,
130575,QBUZZ,7021,Ezumazijl - Dokkum Busstation,,3,,,
130576,QBUZZ,7031,Eastrum - Dokkum Busstation,,3,,,
130577,QBUZZ,7041,Hantumhuzen - Dokkum Busstation,,3,,,
130578,QBUZZ,7043,Hantumhuzen - Holwert Provincialeweg,,3,,,
130579,QBUZZ,7051,Hantumerútbuorren - Dokkum Busstation,,3,,,
130580,QBUZZ,7053,Hantumerútbuorren - Holwert Provincialeweg,,3,,,
130581,QBUZZ,7061,Hiaure - Dokkum Busstation,,3,,,
130582,QBUZZ,7063,Hiaure - Holwert Provincialeweg,,3,,,
130583,QBUZZ,7071,Holwert Veerdam - Dokkum Busstation,,3,,,
130584,QBUZZ,7075,Holwert Veerdam - Dokkum Sionsberg,,3,,,
130585,QBUZZ,7081,Sibrandahûs - Dokkum Busstation,,3,,,
130586,QBUZZ,7083,Sibrandahûs - Oentsjerk Heemstrastate,,3,,,
130587,QBUZZ,7084,Sibrandahûs - Ferwert Provincialeweg,,3,,,
130588,QBUZZ,7091,Raard - Dokkum Busstation,,3,,,
130589,QBUZZ,7093,Raard - Oentsjerk Heemstrastate,,3,,,
130590,QBUZZ,7094,Raard - Ferwert Provincialeweg,,3,,,
130591,QBUZZ,7101,Lichtaard - Dokkum Busstation,,3,,,
130592,QBUZZ,7103,Lichtaard - Oentsjerk Heemstrastate,,3,,,
130593,QBUZZ,7104,Lichtaard - Ferwert Provincialeweg,,3,,,
130594,QBUZZ,7111,Reitsum - Dokkum Busstation,,3,,,
130595,QBUZZ,7113,Reitsum - Oentsjerk Heemstrastate,,3,,,
130596,QBUZZ,7114,Reitsum - Ferwert Provincialeweg,,3,,,
130597,QBUZZ,7121,Jannum - Dokkum Busstation,,3,,,
130598,QBUZZ,7123,Jannum - Oentsjerk Heemstrastate,,3,,,
